,A/C,ABS,Adjustable Driver Seat,Alternator (Amps),Arm-rest,Axle Configuration,Axle Types,Battery(Volts),Body Brakes,Body Material,Body Option,Brakes,Bulker Air Inlet Pipe,Bulker Discharge Pipe,Bulker Electricals,Bulker Equipments,Bulker Pressure,Bulker Type,Cabin Type,Canopy Length,Chassis,Chassis Type,Clutch,Company,Cruise Control,Displacement (cc),Driver Information Display,Electricals,Emission Norms,Engine,Engine Cylinders,Engine Displacement,External/Interior Surface,Floor Material,Floor Type,Fog Lights,Front Axle,Front Suspension,Front Tyre,Fuel Tank (Litres),Fuel Type,GVW / GCW (Kgs),Gearbox,Gradeability (%),Ground Clearance (mm),Height {mm (ft.)},Hill Hold,Kerb Weight (Kgs),Landing Gear,Length {mm (ft.)},Loading Platform Area(Sq.ft),Max Power,Max Speed (km/h),Max Torque,Mileage,Model,Navigation System,No. Of Axles,No. Of Valves,Number of Tyre,Overall Height (mm),Overall Length (mm),Overall Width (mm),Parking Brakes,Payload (Kgs),Power Steering,Pump Type,Rear Axle,Rear Board Material,Rear Suspension,Rear Tyre,Refrigerating Unit,Seat Belts,Seat Type,Seating Capacity,Side Board Material,Size (Cu. M),Steering,Telematics,Temperature Range,Tiltable Cabin,Tiltable Steering,Transmission,Tubeless Tyres,Turning Radius (mm),Water Tank Capacity (KL),Water Tank Type,Wheelbase (mm),Width {mm (ft.)}
230,No ,No ,Yes ,,No ,4x2 ,No ,,No ,No ,Customizable ,Hydraulic Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,Single plate dry friction type- 280 mm dia ,TATA,No ,2956 cc,Yes ,"12 V, 75 Ah ",BS-IV ,4SP CR Turbo-intercooled water cooled common rail ,4,,No ,No ,No ,No ,,Semi elliptical leaf spring and Hydraulic double acting telescopic type Shock Absorber with Antiroll Bar ,8.25 x 16 -16 PR ,60 Ltr,,5950,5-Speed ,23,249,,No ,2074,No ,,,83 bhp  ,80,250 Nm  ,,RJ-SFC-407-EX,No ,No ,No ,,2330,5020,1905,Yes ,3876 Kgs,No ,No ,,No ,Semi elliptical leaf spring and Hydraulic double acting telescopic type Shock Absorber ,8.25 x 16 -16 PR ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,Yes ,No ,Manual ,No ,6550,No ,No ,3305 mm,
231,Yes ,,Yes ,,No ,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"Single Plate dry friction type,430 mm Diameter ",TATA,No ,6700 cc,Yes ,No ,BS-IV ,Cummins ISBe 6.7 ,,,No ,No ,No ,,Extra Heavy Duty Forged I Beam ,Parabolic Leaf Spring ,10 x 20 - 16PR ,,,31000,9-Speed ,26,254,No ,,,No ,No ,,242 bhp  ,60,950Nm  ,,PRIMA-LX-3125K,No ,No ,No ,,,,,,,Yes ,No ,RA 109 Single Reduction Axle ,No ,Heavy Duty Bogie Suspension ,10 x 20 16PR ,No ,Yes ,Standard ,,No ,18,Adjustable Steering ,No ,No ,,No ,Manual ,,,No ,No ,5250 mm,No 
232,No ,No ,Yes ,,Yes ,,No ,,No ,No ,Box body ,"Full air, dual line with ABS and ASA ",No ,No ,No ,No ,. ,No ,,No ,No ,Chassis with Cabin ,380 mm with clutch boosters. ,ASHOK-LEYLAND,No ,5660 cc,Yes ,24V ,BS-IV ,"H series turbocharged intercooled, CRS engine ",6,,No ,No ,No ,Yes ,"Non-driven, 'I' section, Reverse Elliot type ",Semi-Elliptic Multi Leaf ,10 x 20 - 16PR ,212 Ltr,,16200,6-Speed ,,,No ,Yes ,,No ,No ,,180bhp  ,,660Nm  ,,1618-TC,No ,. ,No ,,,,,"Pneumatic, flick valve operated on rear wheels only ",,Yes ,No ,"Fully floating, single speed, hypoid with 5.83:1 RAR ",No ,Semi-Elliptic Multi Leaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,8.5,Power Steering ,No ,No ,,No ,Manual ,Yes ,,No ,No ,0 mm,No 
233,,,,,,,,,No ,,Customizable ,Hydraulic Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,EICHER,,3298 cc,,,BS-IV ,E483 Tci ECRS with New Rating ,,,,,,,,,,,,8720,5-स्पीड ,,210,,,,,,,91bhp  ,,300Nm  ,,1090-E2-PLUS,,,,,2930,7145,2530,,,,,,,,,,,,,,,Manual Steering ,,,,,Manual ,,14500,,,4065 mm,
234,Yes ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Trailer Body ,Air Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,"400 mm dia., Double Disc drag type, power assisted ",VOLVO,Yes ,12800 cc,Yes ,No ,E-III ,"Volvo D13A, DI Turbocharged Intercooled, with Engine Management System (EMS) ",6,,No ,No ,No ,No ,Heavy duty Axle ,Conventional multi leaf springs suspension ,12 R 20 ,445 Ltr,,160000,14-Speed ,29,306,No ,Yes ,9710,No ,No ,,400bhp  ,79,2000Nm  ,,FM-400-HD,No ,No ,No ,,3070,6905,2534,Yes ,150290 Kgs,Yes ,No ,"First rear Axle: Planetary Hub reduction Axle with 4 gears, Second rear Axle: Drive Tandem Axle ",No ,Heavy-duty bogie suspension with conventional multi-leaf springs ,12 R 20 ,No ,Yes ,Standard ,,No ,,,No ,No ,Yes ,Yes ,Manual ,No ,6800,No ,No ,3885 mm,No 
235,,,Yes ,,,,,,,,,Hydraulic Brakes ,,,,,,,,,,,,MAHINDRA,,0 cc,,,BS-IV ,CRDe ,,,,,,,,,8.25 X 16 - 16 PR ,,,6255,,,,,,2400,,4267(14) ,,80,,205Nm ,,OPTIMO-BS-IV,,,,6,,,,,3855 Kgs,Yes ,,,,,8.25 X 16 - 16 PR ,,,,,,,Power Steering ,,,,Yes ,,,7300,,,3320 mm,
236,No ,Yes ,Yes ,,No ,6x4 ,,24,,,Customizable ,Pneumatic foot operated dual line brakes ,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,Single dry plate hydraulic control ,BHARAT-BENZ,No ,7200 cc,Yes ,,BS-VI ,OM926 ,6,,,,,,IF 7.0 ,Parabolic type leaf spring with 2 hydraulic shock absorbers ,11x20 ,215 Ltr,Diesel ,28000,6-Speed ,43.3,290,,,,,4876,,241 bhp ,60,850 Nm  ,,2823C-BS6,No ,,,10,2955,7185,2490,Yes ,,Yes ,,RA 1 IR390-11 ,,Bogie Suspension ,11x20 ,,Yes ,Standard ,D+1 ,,16,Power Steering ,,,,No ,Manual ,No ,8100,,,4275 mm,
237,No ,Yes ,Yes ,,No ,,,24,,,Customizable ,Air Brakes ,,,,,,,Day and Sleeper Cabin ,,Yes ,Chassis with Face Cowl ,395 mm ,EICHER,Yes ,NA cc,Yes ,,BS-VI ,VEDX5 CRS ,4,,,,,,,Parabolic suspension ,295/90R20 ,350 Ltr,Diesel ,28000,6-Speed ,21,,,,,,9850,,210 hp ,,825 Nm  ,,PRO-6028,No ,,,10,,,,Yes ,NA Kgs,Yes ,,"Heavy duty fully floating single reduction, 458mm drive head ",,Semi elliptic Slipper suspension ,10R20 ,,Yes ,Standard ,D+1 ,,,Power Steering ,,,,Yes ,Manual ,,,,,6800 mm,
238,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cabin ,"380 mm dia, single plate dry type with clutch booster ",ASHOK-LEYLAND,No ,0 cc,Yes ,2 X 12V ,BS-IV ,H series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,Twin steerable front axles and pusher lift axle ,Semi-elliptic multileaf ,10 x 20-16PR ,400 Ltr,,37000,8-Speed ,,,No ,Yes ,,No ,No ,,180 Bhp  ,,660 Nm  ,,U-3718,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Heavy duty fully floating, single speed hypoid ",No ,Semi-elliptic multileaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
239,No ,No ,No ,,No ,,,,,,,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,TVS,No ,199 cc,Yes ,,BS-IV ,4 Stroke Single Cylinder Forced Air - Cooled Spark Ignition Engine ,1,,,,,No ,,,,20.6 Ltr,,385,4-Speed ,,,,No ,360,,,,8 bhp  ,,,,KING-4S,No ,,,,,,,Yes ,,No ,,,,,,,No ,Standard ,D+3 ,,,Handle Bar ,No ,,No ,No ,Manual ,No ,,,,,
240,No ,No ,,,No ,,,12 V 50 /60 Ah ,,,Box body ,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,Wet Multiplate Clutch ,ATUL,No ,435 cc,Yes ,,BS-IV ,"Four Stroke, Air Cooled ",1,,,,,No ,,Leading link with dual action shock absorber ,4.5 X 10-8 PR ,10.5 Ltr,,995,4-Speed ,,,,No ,420,,,,8 bhp  ,,21 Nm  ,,GEM-DELIVERY-VAN,No ,,,3,1830,2930,1450,Yes ,,No ,,,,Swing Arm Triangle with Heavy Duty Rubber Spring & Dual Acting Shock Absorbers ,4.5 X 10-8 PR ,,Yes ,Standard ,D+1 ,,,Handle Bar ,No ,,No ,,Manual ,No ,,,,1925 mm,
241,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,395 mm Hydraulically actuated push type with clutch booster ,EICHER,Yes ,5100 cc,Yes ,2 x 12 V 120 Ah ,BS-IV ,VEDX5 5.1 liters CRS with SCR Technology ,4,,No ,No ,No ,Yes ,Reverse Elliot I Beam ,Semi-elliptical ,11 x 20-16PR ,220 Ltr,,18500,6-Speed ,41,286,,No ,,No ,,,210 bhp  ,60,825 Nm  ,,PRO-6019T,No ,No ,No ,,,,,Yes ,,Yes ,No ,Heavy duty fully floating type ,No ,Semi-elliptical ,11 x 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,,Yes ,Manual ,No ,6500,No ,No ,3635 mm,
242,Yes ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Trailer Body ,Disc Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,"430 mm dia., Single Plate dry type ",SCANIA,Yes ,16000 cc,Yes ,No ,E-IV ,"Scania DC 16 V8, Turbocharged, with in-built Retarder. ",8,,No ,No ,No ,Yes ,"Forged ""I"" beam reverse Elliot type Axle ",Parabolic Leaf springs Suspension ,295/80 R 22.5 ,500 Ltr,,49000,14-Speed ,13,260,No ,Yes ,9730,No ,No ,,500bhp  ,80,2500Nm  ,,R500,No ,3,No ,,3593,6713,2490,Yes ,39270 Kgs,Yes ,No ,"First rear Axle: Single reduction Hypoid gears Axle,Second rear Axle: Single reduction Hypoid gear Axle ",No ,Air suspension ,295/80 R 22.5 ,No ,Yes ,Standard ,,No ,No ,,No ,No ,Yes ,Yes ,Semi Automatic ,No ,7000,No ,No ,3778 mm,No 
243,,,,,,4x2 ,,,,,Deck Body ,Air Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,"260 mm dia., Single plate diaphragm type ",SML-ISUZU,,3455 cc,,,BS-IV ,SLT4 & Numeral ,4,,,,,,,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25 X 16 - 16 PR ,90 Ltr,,10250,5-Speed ,,206,1695 (5.6) ,,3500,,5813 (19.1) ,,99.1bhp  ,,315Nm ,,SAMRAT-HD-19-BS-IV,,,,,,,,,6750 Kgs,Yes ,,,,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25 X 16 - 16 PR ,,,,,,,Power Steering ,,,,,Manual ,,4700,,,4760 mm,2080 (6.8) 
244,No ,No ,Yes ,,No ,4x2 ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry type (330 mm) ,TATA,No ,3783 cc,Yes ,No ,BS-IV ,497 TciC Common rail direct Injection Engine ,4,,No ,No ,No ,Yes ,"Heavy duty Forged ""I"" beam reverse Elliot type Axle ",Semi elliptical Leaf spring ,8.25 x 20-16 Ply ,160 Ltr,,10400,6-Speed ,28,217,No ,No ,,No ,,,123.3 bhp  ,80,400Nm  ,,SFC-407-CNG,No ,No ,No ,,2390,6225,2170,Yes ,,Yes ,No ,"Single Reduction, Hypoid Gears, Fully Floating Axle Shafts ",No ,Semi elliptical Leaf spring ,8.25 x 20-16 Ply ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,Yes ,No ,Manual ,No ,6150,No ,No ,3400 mm,No 
245,No ,No ,Yes ,,No ,,No ,,No ,No ,Rock/Scoop Body ,,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,Single plate dry Friction Type 430 mm Diameter ,TATA,No ,6700 cc,Yes ,No ,BS-IV ,Cummins ISBe 6.7 ,,,No ,No ,No ,No ,Planetary Hub Reduction Axle ,Parabolic Leaf Spring ,12x24 ,,,31000,8-Speed ,66,,,No ,,No ,,,300 bhp  ,,1100 Nm  ,,PRIMA-LX-3130K,No ,No ,No ,,,,,Yes ,,No ,No ,Planetary Hub Reduction Axle ,No ,Heavy Duty 37T Bogie Suspension ,12x24 ,No ,Yes ,Standard ,,No ,No ,,No ,No ,,,Manual ,No ,,No ,No ,5250 mm,
246,No ,No ,Yes ,,No ,,No ,,No ,No ,Rock/Scoop Body ,,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,Single plate dry Friction Type 430 mm Diameter ,TATA,No ,6700 cc,Yes ,No ,BS-IV ,Cummins ISBe 6.7 ,,,No ,No ,No ,No ,Planetary Hub Reduction Axle ,Parabolic Leaf Spring ,11 x20 18 PR ,,,25000,8-Speed ,61,264,No ,No ,,No ,No ,,300 bhp  ,,1100 Nm  ,,PRIMA-2530K,No ,No ,No ,,,,,Yes ,,No ,No ,Planetary Hub Reduction Axle ,No ,Heavy Duty 48T Bogie Suspension ,11 x20 18 PR ,No ,Yes ,Standard ,,No ,No ,,No ,No ,,No ,Manual ,No ,,No ,No ,4570 mm,No 
247,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,Single plate dry friction type Booster assisted ,TATA,No ,2956 cc,Yes ,No ,BS-IV ,Water Cooled Common Rail Egr Cooler ,,,No ,No ,No ,No ,,Parabolic springs ,215/75R 17.5 ,60 Ltr,,7490,5-Speed ,26,179,,No ,2600,No ,,,83 bhp  ,,250 Nm  ,,ULTRA-T-7-TWIN-TYRE,No ,No ,No ,,2440,6195,1905,Yes ,,Yes ,No ,,No ,Semi elliptical at Rear with parabolic auxiliary ,215/75R 17.5 ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,,Yes ,Manual ,No ,6950,No ,No ,3550 mm,
248,Yes ,,Yes ,,No ,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"Single Plate dry friction type,430 mm Diameter ",TATA,No ,6700 cc,Yes ,No ,BS-IV ,Cummins ISBe 6.7 ,,,No ,No ,No ,,Extra Heavy Duty Forged I Beam ,Parabolic Leaf Spring ,11 x 20-16PR ,,,25000,9-Speed ,32,262,No ,,,No ,No ,,242 bhp  ,89,950Nm  ,,PRIMA-LX-2525K,No ,No ,No ,,,,,,,Yes ,No ,RA 109 Single Reduction Axle ,No ,Heavy Duty Bogie Suspension ,11 x 20-16PR ,No ,Yes ,Standard ,,No ,16,Adjustable Steering ,No ,No ,,No ,Manual ,,,No ,No ,3950 mm,No 
249,Yes ,Yes ,Yes ,,Yes ,6x4 ,No ,,No ,No ,Trailer Body ,Air Brakes ,No ,No ,No ,No ,,No ,Sleeper Cabin ,No ,No ,Chassis with Cabin ,"400 mm dia., Drag type dual friction discs, power assisted ",VOLVO,Yes ,12800 cc,Yes ,No ,E-III ,"Volvo D13A, DI Turbocharged Intercooled, with Engine Management System (EMS) ",6,,No ,No ,No ,No ,Heavy duty Axle ,Parabolic S-shaped leaf geometry suspension ,12 R 20 ,445 Ltr,,125000,16-Speed ,32,306,No ,Yes ,8550,No ,No ,,440bhp  ,85,2200Nm  ,,FM-440-6X4,No ,No ,No ,,3020,6740,2490,Yes ,116450 Kgs,Yes ,No ,"First rear Axle: Hub reduction Axle,Second rear Axle: Tandem Bogie Axle with differential lock ",No ,Conventional multi leaf springs suspension ,12 R 20 ,No ,Yes ,Reclining ,,No ,No ,,YES ,No ,Yes ,Yes ,Manual ,Yes ,7700,No ,No ,3885 mm,No 
250,No ,,Yes ,,No ,,,,,,Deck Body ,Disc/Drum brakes ,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,Single Plate Dry Clutch ,MAHINDRA,No ,2523 cc,Yes ,,BS-VI ,MSI 2500 CNG ,4,,,,,,,Rigid Leaf spring suspension ,195/80 R15 LT ,150 Ltr,CNG ,2750,5-Speed ,,,458,,1600,,2500,,67 bhp  ,,178 Nm ,,BOLERO-MAXITRUCK-CNG-BS6,No ,,,4,1825,4925,1700,Yes ,1150 Kgs,Yes ,,,,Rigid Leaf spring suspension ,195/80 R15 LT ,,Yes ,Standard ,D+1 ,,,Power Steering ,,,,No ,Manual ,No ,,,,3150 mm,1620
251,Yes ,,Yes ,,,,,,,,Box body ,,,,,,,,Chassis with Cabin ,,Yes ,Day and Sleeper Cabin ,"380Dia , Single plate, Dry friction diaphragm type ",TATA,,5000 cc,Yes ,"24V,100Ah ",BS-VI ,TATA 5 LTR NGR ,4,,,,,,Rigid front axle -6T ,Semi-elliptical Leaf spring ,275/80R22.5 ,565 Ltr,Diesel ,30000,6-Speed ,19,,,,,,,,200 bhp ,80,850 Nm @ 1100-1600 rpm ,,ULTRA-EX-3021-S-BS6,,,,14,,,,Yes ,14250 Kgs,,,Fully floating axle with hypoid gears and axle shafts ,,Semi-elliptical leaf spring antiroll Bar ,275/80R22.5 ,,Yes ,Standard ,D+2 ,,,,,,,,Manual ,Yes ,,,,3320 mm,
252,No ,Yes ,Yes ,,No ,,,24,,,Customizable ,Air Brakes ,,,,,,,Day and Sleeper Cabin ,,Yes ,Chassis with Cabin ,430 mm ,EICHER,Yes ,NA cc,Yes ,,BS-VI ,VEDX8 CRS ,6,,,,,,,Parabolic suspension ,295/90R20 ,350 Ltr,Diesel ,42000,9-Speed ,29,,,,,,7647,,260 hp ,,1000 Nm ,,PRO-6042,No ,,,14,2940,10180,2510,Yes ,NA Kgs,Yes ,,"Heavy duty fully floating single reduction, 458mm drive head ",,Semi elliptic Slipper suspension ,10R20 ,,Yes ,Standard ,D+1 ,,,Power Steering ,,,,Yes ,Manual ,,,,,6800 mm,
253,No ,No ,No ,,No ,,,48 V 120 Ah ,,,,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,MAHINDRA,No ,,Yes ,,BS-IV ,Brushless DC motor ,,,,,,No ,,Telescopic Shock Absorber ,4.5 x 10 - 8 PR ,,,758,,,,,No ,,,,,1 bhp  ,25,3.2 Nm  ,,E-ALFA-MINI,No ,,,3,1770,2750,990,Yes ,,No ,,,,Leaf Spring ,90/90 - 12 54 J ,,No ,Standard ,D+4 ,,,Handle Bar ,No ,,No ,No ,Automatic ,No ,,,,2168 mm,
254,No ,Yes ,Yes ,,No ,,NA ,,NA ,NA ,Customizable ,Hydraulic Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,NA ,Chassis with Cabin ,275 mm dia ,EICHER,No ,0 cc,Yes ,12 V ,BS-IV ,E483 4Cyl 2V CNG - 62-4 ,4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,8.25 x 16 - 16PR ,270 Ltr,,7200,5-Speed ,17,230,NA ,NA ,,NA ,3831(12.6) ,,83 bhp  ,,230 Nm  ,,PRO-1059XP-CNG,No ,NA ,NA ,,,3077,,Yes ,,Optional ,NA ,,NA ,Semi-elliptical laminated leaves (with shock absorber) ,8.25 X 16 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Tilt and telescopic steering Manual steering ,,NA ,,Yes ,Manual ,Yes ,,NA ,NA ,3350 mm,2007(6.6) 
255,No ,,Yes ,,No ,,,,,,Deck Body ,Disc/Drum brakes ,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,Single Plate Dry Clutch ,MAHINDRA,No ,2523 cc,Yes ,,BS-VI ,MSI 2500 CNG ,4,,,,,,,Rigid Leaf spring suspension ,7.00 R15 ,140 Ltr,CNG ,2990,5-Speed ,,,650,,1800,,2540,,67 bhp  ,,178 Nm ,,BOLERO-PIKUP-CNG-BS6,No ,,,4,1865,5219,1700,Yes ,1190 Kgs,Yes ,,,,Rigid Leaf spring suspension ,7.00 R15 ,,Yes ,Standard ,D+1 ,,,Power Steering ,,,,No ,Manual ,No ,,,,3264 mm,1700
256,No ,No ,No ,,No ,,No ,,,No ,Transit Mixer ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Ladder type Heavy Duty Frame ,Chassis with Cowl ,Single Plate dry friction type ,TATA,No ,5883 cc,Yes ,24 V ,BS-IV ,Cummins ISBe 5.9 180 40 ,6,,No ,No ,No ,No ,"Heavy Duty Forged I Beam, Reverse Elliot Type ",Parabolic Leaf Spring ,10 x 20 - 16 PR ,300 Ltr,,31000,9-Speed ,29,240,No ,No ,12170,Yes ,No ,,241.8 bhp  ,,780Nm  ,,LPK-3118-9S-RMC,No ,No ,No ,,3332,8903,2540,Yes ,,Yes ,No ,RA-109SRT Extra heavy duty hypoid gears ,No ,Semi elliptical Leaf spring ,10 x 20 16 PR ,No ,Yes ,Standard ,,No ,8,Hydraulic Power Steering ,No ,No ,No ,No ,Manual ,No ,9800,No ,No ,5580 mm,No 
257,No ,No ,Yes ,,,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,,Single Plate Dry Friction Type 352mm ,TATA,No ,5883 cc,No ,24V ,BS-IV ,CUMMINS ISBe5.9 ,6,,No ,No ,No ,No ,"Heavy Duty Forges I Beam, Reverse Elliot Type ",Leaf Spring ,10.00 x 20 - 16 PR ,160 Ltr,,16200,6-Speed ,30,248,,No ,,No ,No ,,158 bhp  ,,600 Nm  ,,LPK-1615-TC,No ,No ,No ,,,,,Yes ,,Yes ,No ,RA 109 RX ,No ,Leaf Spring ,10.00 x 20 - 16 PR ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,Yes ,Manual ,No ,6541,No ,No ,3580 mm,
258,No ,No ,Yes ,,,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,,Single plate dry friction type-310 mm dia ,TATA,No ,3783 cc,No ,12V ,BS-IV ,3.8 SGI Sequential gas Injection Engine ,,,No ,No ,No ,No ,,Semi elliptical leaf spring and Hydraulic double acting telescopic type Shock Absorber ,7.50 X 16 PR ,300 Ltr,,7490,5-Speed ,25,201,603,No ,,No ,5052,,81.9 bhp  ,80,270 Nm ,,LPT-709-EX-CNG,No ,No ,No ,,2341,6875,2155,Yes ,3765 Kgs,Yes ,No ,,No ,Semi elliptical leaf spring with auxiliary springs ,7.50 X 16 PR ,No ,Yes ,Standard ,,No ,No ,Power Steering ,,No ,No ,Yes ,Manual ,,6750,No ,No ,3800 mm,2042
259,No ,Semi-elliptical Leaf Springs with Auxiliary springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,Yes ,,,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,,Single plate dry friction type-310 mm dia ,TATA,No ,0 cc,No ,No ,BS-IV ,497 TCIC CR X ,,,No ,No ,12V ,No ,Heavy Duty Forged I Beam ,Reverse Elliot type ,7.50 X 16 PR ,160 Ltr,,8720,6-Speed ,30,205,,Yes ,,Yes ,No ,,123.2 bhp  ,80,,,LPT-810-EX2,No ,,No ,,,,,No ,,Yes ,No ,Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,No ,"Single Reduction Hypoid Gears, Fully Floating Axle ",7.50 X 16 PR ,No ,,Standard ,,No ,No ,Power Steering ,,No ,No ,Yes ,Manual ,No ,6150,No ,No ,3400 mm,
260,Yes ,Yes ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day and Sleeper Cabin ,No ,Yes ,Chassis with Cabin ,Single plate push type booster assisted 380mm dia dry ,TATA,No ,5883 cc,Yes ,24 V x 100 Ah ,BS-IV ,Cummins ISBe 5.9 ,6,,No ,No ,No ,Yes ,,Semi-elliptical parabolic leaf spring hydraulic double acting telescopic type ,295/80R 22.5 ,400 Ltr,,45500,6-Speed ,23,,,No ,6130,No ,,,227 bhp  ,,850 Nm  ,,SIGNA-4623S,No ,No ,No ,,,5625,2565,Yes ,,Yes ,No ,Tata RA 110 ,No ,Semi-elliptical Multi-leaf Spring ,295/80R 22.5 ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,,Yes ,Manual ,Yes ,6150,No ,No ,3200 mm,
261,Optional ,Yes ,Yes ,,No ,,No ,,No ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,"395 mm Diaphragm type,Single Plate dry clutch ",MAHINDRA,No ,7200 cc,Yes ,24V (2x12) ,BS-IV ,mPower 7.2 ltr FuelSmart ,,,No ,No ,No ,No ,,Semi Elliptical Leaf Spring with shock absorber ,10R20-16PR ,235 Ltr,Diesel ,28000,6-Speed ,28,250,,No ,,No ,,,273 bhp  ,60,950 Nm  ,,BLAZO-X-25-6S,No ,No ,No ,10,,,,Yes ,,Yes ,No ,Tandem Banjo Type Single Reduction ,No ,Bell Crank ,10R20-16PR ,No ,Yes ,Standard ,D+2 ,No ,16,Power Steering ,No ,No ,,Yes ,Manual ,,,No ,No ,4250 mm,
262,No ,Semi-elliptical Leaf Springs with Auxiliary springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,Yes ,,,,No ,,No ,No ,Box body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,,Single plate dry friction type-310 mm ,TATA,No ,0 cc,No ,No ,BS-IV ,497 TCIC CR ,,,No ,No ,12V ,No ,Heavy Duty Forged I Beam ,Reverse Elliot type ,8.25 X 16 PR ,160 Ltr,,9600,6-Speed ,33,217,,Yes ,,Yes ,No ,,123.2 bhp  ,80,400 Nm  ,,LPT-909-EX2,No ,,No ,,,,,No ,,Yes ,No ,Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic Type Shock Absorber ,No ,"Single Reduction Hypoid Gears, Fully Floating Axle ",8.25 X 16 PR ,No ,,Standard ,,No ,No ,Power Steering ,,No ,No ,Yes ,Manual ,No ,6150,No ,No ,3400 mm,
263,,,,,,4x2 ,,,,,Deck Body ,Air Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,"260 mm dia., Single plate diaphragm type ",SML-ISUZU,,3455 cc,,,BS-IV ,SLT4 & Numeral ,4,,,,,,,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25 X 16 - 16 PR ,90 Ltr,,10250,5-Speed ,,206,570 (1.9) ,,3350,,6610(21.6 ,,99.1bhp  ,,296Nm  ,,SAMRAT-BS-IV,,,,,,,,,6900 Kgs,Optional ,,,,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25 X 16 - 16 PR ,,,,,,,Mechanical Steering ,,,,,Manual ,,4700,,,4760 mm,2080 (6.8) 
